run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	id	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR23126377	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077237	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_4_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492197	-	SAMN32798679	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	182866	21268094	182866	82106377	m1_1_4_1.fq	SRR23126377.lite	16126821	2023-01-29 08:24:45	b0cfb77845f685226dd2b41fba04aaf3	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126377/SRR23126377.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126377/SRR23126377.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126377/SRR23126377.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126377/SRR23126377.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/077/SRR23126377/SRR23126377_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/077/SRR23126377/SRR23126377_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/077/SRR23126377/SRR23126377_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/077/SRR23126377/SRR23126377_2.fastq.gz
SRR23126378	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077236	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_10_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492196	-	SAMN32798705	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	150977	14839454	150977	67788316	m3_2_10_1.fq	SRR23126378.lite	10781024	2023-01-29 13:06:59	740417420880f12e465f3c2588a8b784	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126378/SRR23126378.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126378/SRR23126378.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126378/SRR23126378.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126378/SRR23126378.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/078/SRR23126378/SRR23126378_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/078/SRR23126378/SRR23126378_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/078/SRR23126378/SRR23126378_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/078/SRR23126378/SRR23126378_2.fastq.gz
SRR23126379	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077235	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_9_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492195	-	SAMN32798704	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	157545	14669387	157545	70737261	m3_2_9_1.fq	SRR23126379.lite	10515167	2023-01-29 15:50:12	8e44da9859a7d8d2ae6bdda723ba9f2e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126379/SRR23126379.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126379/SRR23126379.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126379/SRR23126379.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126379/SRR23126379.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/079/SRR23126379/SRR23126379_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/079/SRR23126379/SRR23126379_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/079/SRR23126379/SRR23126379_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/079/SRR23126379/SRR23126379_2.fastq.gz
SRR23126380	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077234	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_8_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492194	-	SAMN32798703	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	177462	17286653	177462	79680011	m3_2_8_1.fq	SRR23126380.lite	12521333	2023-01-29 15:50:16	e31c25647ea118c7517d76e5a94655de	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126380/SRR23126380.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126380/SRR23126380.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126380/SRR23126380.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126380/SRR23126380.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/080/SRR23126380/SRR23126380_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/080/SRR23126380/SRR23126380_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/080/SRR23126380/SRR23126380_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/080/SRR23126380/SRR23126380_2.fastq.gz
SRR23126381	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077233	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_7_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492193	-	SAMN32798702	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	139939	13344585	139939	62832176	m3_2_7_1.fq	SRR23126381.lite	9579261	2023-01-29 15:50:13	19a01419c0a6534e861eb8160d236d02	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126381/SRR23126381.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126381/SRR23126381.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126381/SRR23126381.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126381/SRR23126381.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/081/SRR23126381/SRR23126381_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/081/SRR23126381/SRR23126381_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/081/SRR23126381/SRR23126381_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/081/SRR23126381/SRR23126381_2.fastq.gz
SRR23126382	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077232	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_6_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492192	-	SAMN32798701	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	167341	16479631	167341	75135476	m3_2_6_1.fq	SRR23126382.lite	11864915	2023-01-29 15:50:13	5cc0ddf7315d3386ee214585bcc31396	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126382/SRR23126382.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126382/SRR23126382.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126382/SRR23126382.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126382/SRR23126382.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/082/SRR23126382/SRR23126382_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/082/SRR23126382/SRR23126382_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/082/SRR23126382/SRR23126382_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/082/SRR23126382/SRR23126382_2.fastq.gz
SRR23126383	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077231	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_5_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492191	-	SAMN32798700	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	167503	15433687	167503	75208238	m3_2_5_1.fq	SRR23126383.lite	10927618	2023-01-29 13:07:03	a62fe07d8c3c0bfa2deeaea122888ce7	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126383/SRR23126383.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126383/SRR23126383.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126383/SRR23126383.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126383/SRR23126383.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/083/SRR23126383/SRR23126383_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/083/SRR23126383/SRR23126383_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/083/SRR23126383/SRR23126383_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/083/SRR23126383/SRR23126383_2.fastq.gz
SRR23126384	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077230	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_4_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492190	-	SAMN32798699	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	153142	16658802	153142	68760401	m3_2_4_1.fq	SRR23126384.lite	12493694	2023-01-29 08:24:45	96849c2a2994b6a2d61fa4d8538f437a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126384/SRR23126384.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126384/SRR23126384.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126384/SRR23126384.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126384/SRR23126384.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/084/SRR23126384/SRR23126384_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/084/SRR23126384/SRR23126384_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/084/SRR23126384/SRR23126384_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/084/SRR23126384/SRR23126384_2.fastq.gz
SRR23126385	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077229	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_3_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492189	-	SAMN32798698	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	157887	14916474	157887	70890731	m3_2_3_1.fq	SRR23126385.lite	10615922	2023-01-29 14:32:03	bbcec01017bd69f142c92a364c930095	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126385/SRR23126385.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126385/SRR23126385.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126385/SRR23126385.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126385/SRR23126385.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/085/SRR23126385/SRR23126385_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/085/SRR23126385/SRR23126385_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/085/SRR23126385/SRR23126385_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/085/SRR23126385/SRR23126385_2.fastq.gz
SRR23126386	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077228	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_2_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492188	-	SAMN32798697	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	173997	16186131	173997	78124253	m3_2_2_1.fq	SRR23126386.lite	11591878	2023-01-29 08:24:45	bded3e03077cb4629b8e0c3ea72faebd	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126386/SRR23126386.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126386/SRR23126386.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126386/SRR23126386.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126386/SRR23126386.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_2	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/086/SRR23126386/SRR23126386_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/086/SRR23126386/SRR23126386_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/086/SRR23126386/SRR23126386_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/086/SRR23126386/SRR23126386_2.fastq.gz
SRR23126387	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077227	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_1_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492187	-	SAMN32798696	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	162264	15974155	162264	72856035	m3_2_1_1.fq	SRR23126387.lite	11685988	2023-01-29 08:24:44	451e9cb8b62a842cc24d6575c43a7ca2	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126387/SRR23126387.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126387/SRR23126387.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126387/SRR23126387.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126387/SRR23126387.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_1	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/087/SRR23126387/SRR23126387_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/087/SRR23126387/SRR23126387_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/087/SRR23126387/SRR23126387_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/087/SRR23126387/SRR23126387_2.fastq.gz
SRR23126388	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077226	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_3_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492186	-	SAMN32798678	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	184539	18131319	184539	82857473	m1_1_3_1.fq	SRR23126388.lite	13107597	2023-01-29 08:24:52	b9fba0442dd6c460b531be4f2d99a500	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126388/SRR23126388.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126388/SRR23126388.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126388/SRR23126388.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126388/SRR23126388.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/088/SRR23126388/SRR23126388_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/088/SRR23126388/SRR23126388_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/088/SRR23126388/SRR23126388_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/088/SRR23126388/SRR23126388_2.fastq.gz
SRR23126389	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077225	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_11_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492185	-	SAMN32798695	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	125917	11409693	125917	56536319	m1_2_11_1.fq	SRR23126389.lite	8092298	2023-01-29 08:24:49	6fc3250ef5b67d25cbe64ca9c9c53687	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126389/SRR23126389.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126389/SRR23126389.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126389/SRR23126389.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126389/SRR23126389.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_11	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/089/SRR23126389/SRR23126389_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/089/SRR23126389/SRR23126389_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/089/SRR23126389/SRR23126389_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/089/SRR23126389/SRR23126389_2.fastq.gz
SRR23126390	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077224	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_10_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492184	-	SAMN32798694	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	167812	18114608	167812	75347200	m1_2_10_1.fq	SRR23126390.lite	13075335	2023-01-29 08:24:48	98da92f2a1a37884b9d1e480ac7551d1	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126390/SRR23126390.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126390/SRR23126390.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126390/SRR23126390.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126390/SRR23126390.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/090/SRR23126390/SRR23126390_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/090/SRR23126390/SRR23126390_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/090/SRR23126390/SRR23126390_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/090/SRR23126390/SRR23126390_2.fastq.gz
SRR23126391	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077223	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_9_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492183	-	SAMN32798693	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	150645	14716879	150645	67639234	m1_2_9_1.fq	SRR23126391.lite	10649985	2023-01-29 08:24:48	f642fc0b656ffed10a179c8e0d1b3d53	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126391/SRR23126391.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126391/SRR23126391.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126391/SRR23126391.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126391/SRR23126391.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/091/SRR23126391/SRR23126391_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/091/SRR23126391/SRR23126391_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/091/SRR23126391/SRR23126391_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/091/SRR23126391/SRR23126391_2.fastq.gz
