sample-id	sublibrary_id	sample_type	management_type	farmer	farm_id	tree_id	collection_batch	extraction_batch	pcr_batch_16s	fwd_primer_16s	rev_primer_16s	dna_concentration_hs_16s	qubit_batch_16s	pcr_batch_its1	fwd_primer_its1	rev_primer_its1	dna_concentration_hs_its1	qubit_batch_its1	is_specimen	dye	dye_concentration	specimen_qc_pass	is_pollination_dic	pi_dic	is_pollination_clsm	pi_clsm	is_germination	callose_plug_index	is_hyphae_present	is_spore_present	fungal_colonization_score	is_insect_present	
pyb31	A5_13A_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	63,400	2024-12-16	2024-10-28	ITS1fD	ITS2r1	83,400	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	2	0	
pyb32	B5_13B_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	39,800	2024-12-16	2024-10-28	ITS1fD	ITS2r1	39,200	2025-01-03	1	dAB	0,1%	1	0	0	1	5	0	0	0	0	0	0	
pyb33	C5_14C_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	57,000	2024-12-16	2024-10-28	ITS1fD	ITS2r1	62,600	2025-01-03	1	dAB	0,1%	1	1	7	1	12	0	0	0	0	0	0	
pyb41	D5_14B_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r4	56,600	2024-12-16	2024-10-28	ITS1fD	ITS2r1	33,800	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb42	E5_13E_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r4	78,600	2024-12-16	2024-10-28	ITS1fD	ITS2r1	88,000	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	4	0	
pyb43	F5_13F_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r4	56,800	2024-12-16	2024-10-28	ITS1fD	ITS2r1	40,600	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb51	G5_13G_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	51,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	32,400	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	4	0	
pyb52	H5_20H_19_08	unbagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	48,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	4,460	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb53	A6_13A_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	102,000	2024-12-16	2024-10-28	ITS1fD	ITS2r1	56,200	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb61	B6_13B_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	47,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	5,020	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	2	0	
pyb62	C6_14C_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	61,000	2024-12-16	2024-10-28	ITS1fD	ITS2r1	39,000	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb63	D6_14B_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	54,600	2024-12-16	2024-10-28	ITS1fD	ITS2r1	16,000	2025-01-03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb71	E6_13E_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	77,800	2024-12-16	2024-10-28	ITS1fD	ITS2r1	78,600	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb72	F6_13F_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	53,400	2024-12-16	2024-10-28	ITS1fD	ITS2r1	14,600	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pyb73	G6_13G_13_06	unbagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	53,800	2024-12-16	2024-10-28	ITS1fD	ITS2r1	7,200	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pybEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-28	2024-11-08	515fC	806r4	3,040	2024-12-16	2024-10-28	ITS1fD	ITS2r1	0,134	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pybNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-08	515fC	806r4	3,500	2024-12-16	2024-10-28	ITS1fD	ITS2r1	0,250	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pybPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-08	515fC	806r4	47,400	2024-12-16	2024-10-28	ITS1fD	ITS2r1	23,200	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cmt11	C1_14C_13_12	bagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	54,400	2024-12-09	2024-10-30	ITS1fD	ITS2r2	2,680	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt12	D1_14B_13_12	bagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	51,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	1,450	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt13	E1_13E_13_12	bagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	52,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	8,760	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt21	F1_13F_13_12	bagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	42,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	33,000	2025-01-02	1	no_stain	NA	1	0	0	0	0	NA	NA	NA	NA	NA	0	
cmt22	G1_13G_13_12	bagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	40,400	2024-12-09	2024-10-30	ITS1fD	ITS2r2	59,600	2025-01-02	1	no_stain	NA	1	0	0	0	0	NA	NA	NA	NA	NA	0	
cmt23	H1_20H_13_12	bagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	38,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	43,400	2025-01-02	1	no_stain	NA	1	0	0	0	0	NA	NA	NA	NA	NA	0	
cmt31	A2_13A_13_02	bagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	43,000	2024-12-09	2024-10-30	ITS1fD	ITS2r2	5,240	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt32	B2_13B_13_02	bagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	47,400	2024-12-09	2024-10-30	ITS1fD	ITS2r2	5,160	2025-01-02	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
cmt33	C2_14C_13_02	bagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	40,200	2024-12-09	2024-10-30	ITS1fD	ITS2r2	2,300	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt41	D2_14B_13_02	bagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	45,800	2024-12-09	2024-10-30	ITS1fD	ITS2r2	7,500	2025-01-02	1	dAB	0,1%	1	1	3	1	4	0	0	0	0	0	0	
cmt42	E2_13E_13_02	bagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	38,200	2024-12-09	2024-10-30	ITS1fD	ITS2r2	7,940	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt43	F2_13F_13_02	bagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	49,000	2024-12-09	2024-10-30	ITS1fD	ITS2r2	49,600	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt51	G2_13G_13_02	bagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	47,200	2024-12-09	2024-10-30	ITS1fD	ITS2r2	57,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt52	H2_20H_13_02	bagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	38,000	2024-12-09	2024-10-30	ITS1fD	ITS2r2	5,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt53	A3_13A_13_03	bagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	36,200	2024-12-09	2024-10-30	ITS1fD	ITS2r2	18,400	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt61	B3_13B_13_03	bagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	23,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	23,000	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt62	C3_14C_13_03	bagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	18,400	2024-12-09	2024-10-30	ITS1fD	ITS2r2	17,800	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cmt63	D3_14B_13_03	bagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-10-30	2024-11-13	515fD	806r1	34,800	2024-12-09	2024-10-30	ITS1fD	ITS2r2	38,600	2025-01-02	1	dAB	0,1%	1	1	4	1	4	0	0	0	0	0	0	
cmt71	E3_13E_13_03	bagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-13	515fD	806r1	66,400	2024-12-09	2024-10-30	ITS1fD	ITS2r2	1,150	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt72	F3_13F_13_03	bagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-13	515fD	806r1	50,000	2024-12-09	2024-10-30	ITS1fD	ITS2r2	0,838	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmt73	G3_13G_13_03	bagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-13	515fD	806r1	54,600	2024-12-09	2024-10-30	ITS1fD	ITS2r2	1,110	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cmtEC	B1_13B_13_12	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-30	2024-11-13	515fD	806r1	3,060	2024-12-09	2024-10-30	ITS1fD	ITS2r2	0,216	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cmtNC	A1_13A_13_12	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-13	515fD	806r1	2,700	2024-12-09	2024-10-30	ITS1fD	ITS2r2	0,452	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cmtPC	H3_20H_13_03	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-13	515fD	806r1	35,000	2024-12-09	2024-10-30	ITS1fD	ITS2r2	23,800	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pmt11	C4_14C_13_04	unbagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	63,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	67,800	2025-01-02	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
pmt12	D4_14B_13_04	unbagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	57,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	79,800	2025-01-02	1	dAB	0,1%	1	1	23	1	59	1	179	1	0	4	0	
pmt13	E4_13E_13_04	unbagged_flower	agroforest	moses	mt	mt1	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	48,800	2024-12-09	2024-11-01	ITS1fD	ITS2r3	14,300	2025-01-02	1	dAB	0,1%	1	1	4	1	9	1	56	0	0	0	0	
pmt21	F4_13F_13_04	unbagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	56,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	72,400	2025-01-02	1	dAB	0,1%	1	1	39	1	176	1	279	0	0	0	0	
pmt22	G4_13G_13_04	unbagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	48,800	2024-12-09	2024-11-01	ITS1fD	ITS2r3	35,200	2025-01-02	1	dAB	0,1%	1	1	21	1	56	1	97	1	0	3	0	
pmt23	H4_20H_13_04	unbagged_flower	agroforest	moses	mt	mt2	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	78,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	52,400	2025-01-02	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt31	A5_13A_19_08	unbagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	93,000	2024-12-09	2024-11-01	ITS1fD	ITS2r3	55,400	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt32	B5_13B_19_08	unbagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	29,800	2024-12-09	2024-11-01	ITS1fD	ITS2r3	11,300	2025-01-02	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
pmt33	C5_14C_19_08	unbagged_flower	agroforest	moses	mt	mt3	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	55,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	34,200	2025-01-02	1	dAB	0,1%	1	1	6	1	21	1	110	1	0	2	0	
pmt41	D5_14B_19_08	unbagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	43,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	54,200	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	2	0	
pmt42	E5_13E_19_08	unbagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	40,200	2024-12-09	2024-11-01	ITS1fD	ITS2r3	45,600	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt43	F5_13F_19_08	unbagged_flower	agroforest	moses	mt	mt4	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	59,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	41,400	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt51	G5_13G_19_08	unbagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	54,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	30,000	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pmt52	H5_20H_19_08	unbagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	54,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	31,600	2025-01-02	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt53	A6_13A_13_06	unbagged_flower	agroforest	moses	mt	mt5	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	44,200	2024-12-09	2024-11-01	ITS1fD	ITS2r3	11,800	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pmt61	B6_13B_13_06	unbagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	30,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	14,600	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pmt62	C6_14C_13_06	unbagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	57,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	63,400	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pmt63	D6_14B_13_06	unbagged_flower	agroforest	moses	mt	mt6	2023-12-14	2024-11-01	2024-11-14	515fD	806r2	53,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	47,400	2025-01-02	1	dAB	0,1%	1	1	3	1	6	0	0	0	0	0	0	
pmt71	E6_13E_13_06	unbagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-14	515fD	806r2	66,400	2024-12-09	2024-11-01	ITS1fD	ITS2r3	47,600	2025-01-02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pmt72	F6_13F_13_06	unbagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-14	515fD	806r2	56,600	2024-12-09	2024-11-01	ITS1fD	ITS2r3	46,400	2025-01-02	1	dAB	0,1%	1	1	3	1	14	1	17	0	0	0	0	
pmt73	G6_13G_13_06	unbagged_flower	agroforest	moses	mt	mt7	2023-12-14	2024-09-20	2024-11-14	515fD	806r2	45,000	2024-12-09	2024-11-01	ITS1fD	ITS2r3	8,480	2025-01-02	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	3	0	
pmtEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-11-01	2024-11-14	515fD	806r2	3,140	2024-12-09	2024-11-01	ITS1fD	ITS2r3	0,374	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pmtNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-14	515fD	806r2	2,960	2024-12-09	2024-11-01	ITS1fD	ITS2r3	0,304	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pmtPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-14	515fD	806r2	38,000	2024-12-09	2024-11-01	ITS1fD	ITS2r3	26,800	2025-01-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
																																	
